,Li,Be,B,C,N,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calcination Temperture (℃),Calc T. (hr),Reaction Temperture (℃),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),CO Conversion,AN (1),AW (1),atomic radius (1),electronegativity (1),m. p. (1),b. p. (1),delta_fus H (1),density (1),ionization energy (1),Surface energy (1),AN (2),AW (2),atomic radius (2),electronegativity (2),m. p. (2),b. p. (2),delta_fus H (2),density (2),ionization energy (2),Surface energy (2),AN (3),AW (3),atomic radius (3),electronegativity (3),m. p. (3),b. p. (3),delta_fus H (3),density (3),ionization energy (3),Surface energy (3),AN (4),AW (4),atomic radius (4),electronegativity (4),m. p. (4),b. p. (4),delta_fus H (4),density (4),ionization energy (4),Surface energy (4)
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11161258826718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8883874117328103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,5.0,100.0,0.0,0.0,2.0,2.6,0.0,0.0,60.0,2.0,0.813,5748.473530119496,13887.122709417645,183.3564832882943,111.00500609885925,105851.20224426934,360072.4885331747,541.1494047319388,670.9856172225687,548.9494886426355,101.09384484003252,69.29421811515921,173.31016983048357,1.5724457187670744,2.0255232987508074,1813.554062311359,3640.6116132810566,19.695548918116405,19.10032935225542,7.9588851442319015,1.3148133693645592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11161258826718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8883874117328103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,5.0,150.0,0.0,0.0,2.0,2.6,0.0,0.0,60.0,2.0,1.42,5748.473530119496,13887.122709417645,183.3564832882943,111.00500609885925,105851.20224426934,360072.4885331747,541.1494047319388,670.9856172225687,548.9494886426355,101.09384484003252,69.29421811515921,173.31016983048357,1.5724457187670744,2.0255232987508074,1813.554062311359,3640.6116132810566,19.695548918116405,19.10032935225542,7.9588851442319015,1.3148133693645592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11161258826718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8883874117328103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,5.0,100.0,0.0,0.0,4.0,2.6,0.0,0.0,60.0,2.0,0.0,5748.473530119496,13887.122709417645,183.3564832882943,111.00500609885925,105851.20224426934,360072.4885331747,541.1494047319388,670.9856172225687,548.9494886426355,101.09384484003252,69.29421811515921,173.31016983048357,1.5724457187670744,2.0255232987508074,1813.554062311359,3640.6116132810566,19.695548918116405,19.10032935225542,7.9588851442319015,1.3148133693645592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11161258826718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8883874117328103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,5.0,150.0,0.0,0.0,4.0,2.6,0.0,0.0,60.0,2.0,0.203,5748.473530119496,13887.122709417645,183.3564832882943,111.00500609885925,105851.20224426934,360072.4885331747,541.1494047319388,670.9856172225687,548.9494886426355,101.09384484003252,69.29421811515921,173.31016983048357,1.5724457187670744,2.0255232987508074,1813.554062311359,3640.6116132810566,19.695548918116405,19.10032935225542,7.9588851442319015,1.3148133693645592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4441024395115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9805842022472895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5753133582412178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3.0,150.0,37.5,0.0,1.3,25.0,12.5,0.0,60.0,5.0,0.553,1240.7733317136494,2575.2250499716797,112.62404087862356,153.66500492761352,89094.2063042108,266479.9340111161,1029.7464212198895,257.69907658668103,571.309308382428,76.3552819516092,226.8932995280955,552.9250389052609,7.762139194382215,4.378642622472019,4748.836953281017,14899.326669011605,24.679622053933194,24.480592843820833,22.19932003751291,2.7864089415731024,44.299128584573765,110.58500778105217,1.035564044834192,1.2656893881306792,1575.7832882226955,2704.548097091965,23.656885290878872,12.9445505604274,5.158834883349,1.3117144567899763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.00345353088953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0343399354625642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.962206533647915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3.0,149.0,37.5,0.0,1.3,25.0,12.5,0.0,60.0,5.0,16.5,1235.044895901564,2563.335681443696,112.10407516644963,152.95556018473215,88682.87376747945,265249.6422582436,1024.9922601447672,256.50932453340175,568.6716721451986,76.00276282471162,225.84577241793116,550.3722796596304,7.726302740613434,4.3584271870127065,4726.912394641962,14830.539055444146,24.565680508617074,24.367570181934678,22.096829617501058,2.7735445735535404,47.579637031277954,110.07445593192608,1.7480344909317334,2.2755478580176414,1890.8251190223405,3347.1240311568577,17.314850519643322,12.41207922555077,8.623188607957852,1.3860155135198362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45217286288384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9809207866874003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5669063504287453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3.0,149.0,37.5,0.0,1.3,25.0,12.5,0.0,60.0,5.0,3.92,1240.8782472174898,2575.4428020999003,112.63356397820293,153.677998309243,89101.73980231618,266502.46663317166,1029.8334930176538,257.7208667297864,571.3576163226501,76.36173829030707,226.91248484118182,552.9717923352066,7.76279553404043,4.379012865356141,4749.238498518069,14900.58650457094,24.681708877461883,24.482662838127514,22.201197135276963,2.78664455068118,44.21869533344213,110.59435846704135,1.003424240258879,1.2925464789775392,1157.2826237652407,2323.182224056998,12.568313789005284,12.188486534218024,5.078800612221043,0.839021398634543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.96990494207571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069287699073205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9608073588510795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3.0,149.0,37.5,0.0,1.3,25.0,12.5,0.0,60.0,5.0,2.74,1234.6087642469843,2562.430490194616,112.06448783164934,152.9015469567419,88651.55716627942,265155.9745982754,1024.630304420055,256.41874334360443,568.4708570022768,75.97592395366057,225.76601945451154,550.1779265848886,7.7235743497596046,4.356888094736187,4725.243179109338,14825.301944179591,24.557005624876695,24.35896525693414,22.089026559576585,2.7725651511957556,48.11794645829423,110.0355853169777,1.8498677193966446,2.437975953886907,2391.9965828267595,4242.933589922477,28.43235991835652,13.259167468507743,7.975710018617129,2.1278825211556778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.95146632395469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0884953167460918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.960038359299218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3.0,149.0,37.5,0.0,1.3,25.0,12.5,0.0,60.0,5.0,1.78,1234.369062211411,2561.9329886197834,112.04273026226653,152.87186078156705,88634.34526942199,265104.4939764815,1024.4313701691472,256.36895907467766,568.360487121928,75.96117305916376,225.72218648005543,550.0711083176375,7.722074800633474,4.35604219522914,4724.325762643967,14822.423578856973,24.55223782765515,24.354235909690193,22.08473792597581,2.772026851509452,47.89379393682804,110.0142216635275,1.9375216638080435,2.394689696841402,2837.7072907570614,4814.414785967964,42.005034273231686,13.17079333262771,8.011869778909608,2.808317917204917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.279332258877913,80.79292755741352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.927740183708571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400.0,10.0,125.0,0.0,0.0,2.0,10.7,0.0,0.0,60.0,1.5,16.1,4685.989798329984,11320.381837634553,149.466915981215,90.48807886430315,86286.84663131765,293520.7058160833,441.12938446347783,546.9681195636895,447.4877878622463,82.4087861085618,699.9219387560411,1705.6667870855658,23.944697904811928,13.507265484765705,14649.24338484135,45961.54064498003,76.13186000504307,75.51789339209917,68.48060807453624,8.595532581214538,547.2914745129771,1364.5334296684525,12.054267919652913,17.59646006661977,9264.674779878982,21676.89903482412,88.12085513677303,133.70538554557544,63.911867064803424,5.126527735944342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.279332258877913,80.79292755741352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.927740183708571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400.0,10.0,149.0,0.0,0.0,2.0,10.7,0.0,0.0,60.0,1.5,37.3,4685.989798329984,11320.381837634553,149.466915981215,90.48807886430315,86286.84663131765,293520.7058160833,441.12938446347783,546.9681195636895,447.4877878622463,82.4087861085618,699.9219387560411,1705.6667870855658,23.944697904811928,13.507265484765705,14649.24338484135,45961.54064498003,76.13186000504307,75.51789339209917,68.48060807453624,8.595532581214538,547.2914745129771,1364.5334296684525,12.054267919652913,17.59646006661977,9264.674779878982,21676.89903482412,88.12085513677303,133.70538554557544,63.911867064803424,5.126527735944342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.228267955321677,83.89108348035032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8806485643280166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,10.0,149.0,0.0,0.0,2.0,10.7,0.0,0.0,60.0,1.5,23.1,4865.682841860318,11754.483052932766,155.1985044386481,93.95801349799237,89595.67715701414,304776.3062841127,458.0453158027127,567.9426351619716,464.6475440726163,85.56890514995733,697.0112734533355,1698.573674467935,23.845122512877268,13.451094750853846,14588.32367069876,45770.40695676904,75.8152613229944,75.20384792522832,68.19582756003346,8.559787568725174,306.5712365819133,764.3581535105707,6.752328501930749,9.856847353393162,5189.707744532786,12142.549357782364,49.361849738252374,74.89651729153073,35.80092333020812,2.871679937602732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.56455091652616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4354490834738374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,2.0,140.0,0.0,0.0,5.0,30.75,0.0,0.0,60.0,14.85,43.8,5716.743953158517,13810.47061621998,182.3444191955734,110.39229702650931,105266.94037884993,358085.01347973954,538.1624480042328,667.2820097048821,545.9194781613635,100.53584193485668,113.40047759443316,282.73552544495794,2.497681405244477,3.6460406720235468,1919.6691228020668,4491.520182189637,18.258912341787212,27.70416731104506,13.242735519587887,1.0622323217706398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.81882884449743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.181171155502565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,2.0,140.0,0.0,0.0,5.0,30.75,0.0,0.0,60.0,14.85,17.0,5557.492072980851,13425.751022375603,177.26483336232025,107.31708830583713,102334.50920592326,348109.8051920592,523.170805490956,648.6934712772476,530.7117473210179,97.73520542138738,330.3125212847026,823.5510665174114,7.275237810574462,10.620174734976514,5591.605621388245,13082.884545567524,53.184497097992626,80.6966033011995,38.57339449508891,3.094066655071898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.54284936263805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.957252767036564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4998978703253782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,4.0,49.3,5.7,0.0,1.3,3.1,0.5,0.0,60.0,1.165,2.95,2301.713974505522,5249.288890257294,118.53826968703439,76.53198965230861,122451.18344369378,269415.62071587134,1208.3998366153992,375.17937784440005,381.73350838680454,90.34227349934174,2375.520660488121,5738.766428706096,75.77091761901765,45.87212309908096,43742.34595519505,148797.69930264383,223.62660010801963,277.2806012328375,226.84993590078543,41.7763978223773,118.49193175570488,295.42978386523066,2.609822294366158,3.8097405906264608,2005.858418922238,4693.180436248109,19.078700910538814,28.9480288972798,13.837307802686777,1.10992442404078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.54284936263805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.957252767036564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4998978703253782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,4.0,99.6,5.7,0.0,1.3,3.1,0.5,0.0,60.0,1.165,14.1,2301.713974505522,5249.288890257294,118.53826968703439,76.53198965230861,122451.18344369378,269415.62071587134,1208.3998366153992,375.17937784440005,381.73350838680454,90.34227349934174,2375.520660488121,5738.766428706096,75.77091761901765,45.87212309908096,43742.34595519505,148797.69930264383,223.62660010801963,277.2806012328375,226.84993590078543,41.7763978223773,118.49193175570488,295.42978386523066,2.609822294366158,3.8097405906264608,2005.858418922238,4693.180436248109,19.078700910538814,28.9480288972798,13.837307802686777,1.10992442404078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.54284936263805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.957252767036564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4998978703253782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,4.0,150.0,5.7,0.0,1.3,3.1,0.5,0.0,60.0,1.165,55.7,2301.713974505522,5249.288890257294,118.53826968703439,76.53198965230861,122451.18344369378,269415.62071587134,1208.3998366153992,375.17937784440005,381.73350838680454,90.34227349934174,2375.520660488121,5738.766428706096,75.77091761901765,45.87212309908096,43742.34595519505,148797.69930264383,223.62660010801963,277.2806012328375,226.84993590078543,41.7763978223773,118.49193175570488,295.42978386523066,2.609822294366158,3.8097405906264608,2005.858418922238,4693.180436248109,19.078700910538814,28.9480288972798,13.837307802686777,1.10992442404078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.80466083717385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.143602224156695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0517369386694542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,4.0,99.7,5.7,0.0,1.3,3.1,0.5,0.0,60.0,1.165,1.64,2312.186433486954,5273.172380210347,119.07760132457813,76.88019891344122,123008.31826150595,270641.42203964794,1213.8978775806509,376.88638865837345,383.47033952772756,90.75331751436295,2386.3289290010885,5764.87696923994,76.11566411468989,46.080834491055505,43941.36717539935,149474.70688036128,224.64406814389554,278.5421870575408,227.8820696389367,41.96647426863983,82.03548121621742,205.1770489433918,1.861574381444934,2.3979602201663552,2147.015786599824,4310.017974667423,23.317007930301802,22.612344181393265,9.422300886151906,1.5565706692307921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.80466083717385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.143602224156695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0517369386694542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,4.0,150.0,5.7,0.0,1.3,3.1,0.5,0.0,60.0,1.165,6.56,2312.186433486954,5273.172380210347,119.07760132457813,76.88019891344122,123008.31826150595,270641.42203964794,1213.8978775806509,376.88638865837345,383.47033952772756,90.75331751436295,2386.3289290010885,5764.87696923994,76.11566411468989,46.080834491055505,43941.36717539935,149474.70688036128,224.64406814389554,278.5421870575408,227.8820696389367,41.96647426863983,82.03548121621742,205.1770489433918,1.861574381444934,2.3979602201663552,2147.015786599824,4310.017974667423,23.317007930301802,22.612344181393265,9.422300886151906,1.5565706692307921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
